index,ERCZO ID,Original Sample Vial Label,Date Collected,Time Collected,Site,Location,Sample Type,Sample Type II,Sample Type III,Tree tag,Tree tag 2,Species (common),Species (scientific),Well water level (m),Depth (m),Depth (cm),Depth (ft),Gravimetric moisture content (g/g),Collected by,Notes,Exclude?,dD Instrument,dO Instrument,HD run ID,dD,GB run ID,dO,Adjacent well groundwater depth at time of sampling (m),Energetic State,Date collection started,Time collection started,"(obsolete, miscalculated) Gravimetric moisture content (g/g)","(obsolete, miscalculated) Gravimetric moisture content (g/g).1"
916,917.0,167 24JUL16 13:00,2016-07-24,13:00,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-60.8,658,-8.86,>2,,,,,
917,918.0,168 24JUL16 12:49,2016-07-24,12:49,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-60.8,658,-8.8,>2,,,,,
918,919.0,M82,2016-07-24,13:15,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.08925687777,WJH,,,,,483,-53.6,658,-5.38,,,,,0.0819,0.063
919,920.0,M149,2016-05-19,15:00,Sagehorn,1 m W of 1/207,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.1494683114,WJH,,,,,483,-48.4,658,-5.93,,,,,0.13,0.0634
920,921.0,M107,2016-05-19,13:45,Sagehorn,1 m S of tree 167/208,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.1846086472,WJH,,,,,483,-41.9,658,-5.11,,,,,0.1558,0.0601
921,922.0,M138,2016-05-19,14:55,Sagehorn,1 m N of 4/205,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,,WJH,,,,,483,-35.3,658,-3.9,,,,,,0.0824
922,923.0,M134,2016-05-19,13:50,Sagehorn,1 m S of tree 167/208,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.2300282499,WJH,,,,,483,-40.3,658,-4.4,,,,,0.187,0.0747
923,924.0,M133,2016-05-19,13:50,Sagehorn,1 m N of 166,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.2268455973,WJH,,,,,483,-36.0,658,-4.62,,,,,0.1849,0.0904
924,925.0,M148,2016-07-24,12:44,Sagehorn,1 m SW of MS-4,Soil or rock,Drilled material,Saprolite,,,,,,0.75,75,,0.1238823501,WJH,,,,,483,-60.5,658,-9.01,,,,,0.1102,0.0826
925,926.0,M127,2016-07-24,13:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.5,50,,0.1741028931,WJH,,,,,483,-61.3,658,-9.4,,,,,0.1483,0.0797
926,927.0,M126,2016-05-19,14:55,Sagehorn,1 m N of 4/205,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.18775929510000006,WJH,,,,,483,-43.6,658,-5.3,,,,,0.1581,0.0802
927,928.0,M131,2016-07-24,12:36,Sagehorn,1 m SW of MS-4,Soil or rock,Drilled material,Soil,,,,,,0.5,50,,0.06300723034,WJH,,,,,483,-57.6,658,-9.08,,,,,0.0593,0.0938
928,929.0,M122,2016-07-24,13:25,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.0858149148,WJH,,,,,483,-58.5,658,-8.35,,,,,0.079,0.0764
929,930.0,M180,2016-07-24,13:35,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.65,65,,0.13874339230000002,WJH,,,,,483,-63.8,658,-9.22,,,,,0.1218,0.1036
930,931.0,M115,2016-07-24,12:32,Sagehorn,1 m SW of MS-4,Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.07509678438999999,WJH,,,,,483,-59.2,658,-8.65,,,,,0.0699,0.0896
931,932.0,M144,2016-05-19,15:00,Sagehorn,1 m W of 1/207,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.1772458311,WJH,,,,,483,-47.0,658,-4.88,,,,,0.1506,0.0689
932,933.0,M113,2016-07-24,13:20,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.07934134933999999,WJH,,,,,483,-54.7,658,-8.05,,,,,0.0735,0.0604
933,934.0,M108,2016-05-19,12:24,Sagehorn,1 m SW of MS-4,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.08452607654,WJH,,,,,483,-49.0,658,-2.97,,,,,0.0779,0.0801
934,935.0,M143,2016-05-19,13:50,Sagehorn,1 m N of 166,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.2062455779,WJH,,,,,483,-39.6,658,-5.59,,,,,0.171,0.0888
935,936.0,M109,2016-07-24,12:28,Sagehorn,1 m SW of MS-4,Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.07654848001,WJH,,,,,483,-60.4,658,-8.62,,,,,0.0711,0.0963
936,937.0,SAGE 500 25 Jul 16 14:35 WJH,2016-07-25,14:35,Sagehorn,W500,Water,Well water,,,,,,,,,,,WJH,,,,,487,-45.2,662,-7.43,,,,,,
937,938.0,SAGE 501 25 Jul 16 14:45 WJH,2016-07-25,14:45,Sagehorn,W501,Water,Well water,,,,,,,,,,,WJH,,,,,487,-51.4,662,-8.08,,,,,,
938,939.0,SAGE 502 25 Jul 16 14:55 WJH,2016-07-25,14:55,Sagehorn,W502,Water,Well water,,,,,,,,,,,WJH,,,,,487,-43.1,662,-7.07,,,,,,
940,941.0,SAGE 506 25 Jul 16 7:25,2016-07-25,7:25,Sagehorn,W506,Water,Well water,,,,,,,,,,,WJH,,,,,487,-40.2,662,-6.81,,,,,,
941,942.0,SAGE 507 25 Jul 16 7:40 WJH,2016-07-25,7:40,Sagehorn,W507,Water,Well water,,,,,,,,,,,WJH,,,,,487,-42.4,662,-6.99,,,,,,
942,943.0,SAGE 508 25 Jul 16 7:50 WJH,2016-07-25,7:50,Sagehorn,W508,Water,Well water,,,,,,,,,,,WJH,very dirty,,,,487,-41.6,662,-6.62,,,,,,
989,990.0,Sagehorn Well 500 S1 8/26/16 6:31,2016-08-26,6:31,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,487,-46.3,662,-7.52,,,,,,
990,991.0,Sagehorn Well 501 S1 8/26/16 6:52,2016-08-26,6:52,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,487,-51.5,662,-8.11,,,,,,
991,992.0,Sagehorn Well 502 S1 8/26/16 7:05,2016-08-26,7:05,Sagehorn,W502,Water,Well water,,,,,,,,,,,,dirty,,,,487,-43.2,662,-7.12,,,,,,
993,994.0,Sagehorn Well 506 S1 8/26/16 8:15,2016-08-26,8:15,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,487,-41.8,662,-6.96,,,,,,
994,995.0,Sagehorn Well 507 S1 8/26/16 8:32,2016-08-26,8:32,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,487,-43.1,662,-7.08,,,,,,
1036,1037.0,M81,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.07028631835,HAHM,,,,,HD488,-58.5,GB663,-6.81,,,,,0.0657,0.0478
1037,1038.0,M83,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Soil,,,,,,0.15,15,,0.09534663924,HAHM,,,,,HD488,-42.5,GB663,0.44,,,,,0.0871,0.1215
1038,1039.0,M84,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Soil,,,,,,0.35,35,,0.07201712964,HAHM,,,,,HD488,-57.9,GB663,-7.93,,,,,0.0672,0.103
1039,1040.0,M85,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Saprolite,,,,,,0.45,45,,0.09983107756,HAHM,"becomes very rock, soil/sap boundary between between 45/55",,,,HD488,-61.1,GB663,-8.03,,,,,0.0908,0.0394
1040,1041.0,M86,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Saprolite,,,,,,0.55,55,,0.07477339966,HAHM,,,,,HD488,-57.7,GB663,-7.69,,,,,0.0696,0.0318
1041,1042.0,M87,2016-09-17,9:30,Sagehorn,"3 m NE of tree 4, transition slope to colluvial gully fill",Soil or rock,Drilled material,Weathered bedrock,,,,,,0.65,65,,0.07604854014,HAHM,Refusal on rock,,,,HD488,-57.7,GB663,-8.21,,,,,0.0707,0.0316
1042,1043.0,M88,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.06897749977999999,HAHM,,,,,HD488,-46.9,GB663,0.02,,,,,0.0645,0.0291
1043,1044.0,M89,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.25,25,,0.08485283561000001,HAHM,,,,,HD488,-61.0,GB663,-7.11,,,,,0.0782,0.0294
1044,1045.0,M90,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.35,35,,0.1228168546,HAHM,"black goo chips, soil/sap boundary between 35 and 55",,,,HD488,-60.2,GB663,-8.33,,,,,0.1094,0.0258
1045,1046.0,M91,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.55,55,,0.1124088637,HAHM,,,,,HD488,-63.1,GB663,-9.16,,,,,0.1011,0.0244
1046,1047.0,M92,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.65,65,,0.1004767602,HAHM,clay rich rocky chips,,,,HD488,-62.4,GB663,-9.13,,,,,0.0913,0.0881
1047,1048.0,M94,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.85,85,,0.1203556548,HAHM,clay rich rocky chips,,,,HD488,-65.0,GB663,-9.04,,,,,0.1074,0.0983
1048,1049.0,M95,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.1,110,,0.09934771701,HAHM,"black blue interior, smeared grey sides",,,,HD488,-65.0,GB663,-9.1,,,,,0.0904,0.0476
1049,1050.0,M96,2016-09-17,9:30,Sagehorn,2 m NNW of MN-1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.25,125,,0.1330120056,HAHM,"fine roots in black chips, 'refusal' of auger",,,,HD488,-62.0,GB663,-9.35,,,,,0.1174,0.0738
1050,1051.0,M151,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.1049993813,HAHM,,,,,HD488,-38.2,GB663,3.51,,,,,0.09502,0.0875
1051,1052.0,M152,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.09449915448,HAHM,,,,,HD488,-51.9,GB663,-1.9,,,,,0.08634,0.0834
1052,1053.0,M153,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.08630591092,HAHM,,,,,HD488,-59.0,GB663,-6.54,,,,,0.0795,0.0796
1053,1054.0,M154,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.1026195447,HAHM,soil/sap boundary b.t. 30 and 50 cm,,,,HD488,-62.6,GB663,-8.07,,,,,0.0931,0.0868
1054,1055.0,M155,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.5,50,,0.09013758983,HAHM,,,,,HD488,-56.9,GB663,-10.51,,,,,0.0827,0.0615
1055,1056.0,M156,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.65,65,,0.1313241346,HAHM,,,,,HD488,-63.7,GB663,-9.67,,,,,0.1161,0.0663
1056,1057.0,M157,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Saprolite,,,,,,0.85,85,,0.1050341331,HAHM,,,,,HD488,-60.5,GB663,-9.98,,,,,0.0951,0.0937
1057,1058.0,M158,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.05,105,,0.1338610337,HAHM,,,,,HD488,-63.5,GB663,-9.31,,,,,0.1181,0.0731
1058,1059.0,M159,2016-08-26,9:30,Sagehorn,1 m N of MN-1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.25,125,,0.11672561,HAHM,"black chips, yellow coating, rock impedes progress",,,,HD488,-61.3,GB663,-9.55,,,,,0.1045,0.0858
1059,1060.0,M160,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Soil,,,,,,0.05,5,,0.1134444945,HAHM,,,,,HD488,-40.4,GB663,0.71,,,,,0.1019,0.0826
1060,1061.0,M161,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.07982142440000001,HAHM,,,,,HD488,-54.2,GB663,-5.4,,,,,0.0739,0.0935
1061,1062.0,M162,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Soil,,,,,,0.25,25,,0.07756115154,HAHM,,,,,HD488,-60.1,GB663,-8.47,,,,,0.07200000000000001,0.0664
1062,1063.0,M163,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Soil,,,,,,0.35,35,,0.07596720947,HAHM,,,,,HD488,-59.5,GB663,-8.78,,,,,0.0706,0.0775
1063,1064.0,M164,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Soil,,,,,,0.5,50,,0.07125635746,HAHM,soil/sap boundary between 50 and 60 cm,,,,HD488,-59.8,GB663,-9.16,,,,,0.0665,0.0766
1064,1065.0,M165,2016-08-26,10:30,Sagehorn,3.5 m NE of T4/205,Soil or rock,Drilled material,Saprolite,,,,,,0.65,65,,0.0923859534,HAHM,rock impedes progress,,,,HD488,-58.6,GB663,-8.31,>2,,,,0.0846,0.0887
1065,1066.0,166 22JUN16 19:15 STEM,2016-06-22,19:15,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-52.0,GB663,-7.93,>2,,,,,
1066,1067.0,"SAGE 168 MAY 5, 2016 STEM",2016-05-05,,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,1.25,,,,,HAHM,,,,,HD488,-47.9,GB663,-7.06,1.25,,,,,
1067,1068.0,"SAGE 166 MAY 5, 2016 STEM",2016-05-05,,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,1.25,,,,,HAHM,,,,,HD488,-44.5,GB663,-6.66,1.25,,,,,
1068,1069.0,SAGE 166 11JUN16 08:33 STEM,2016-06-11,8:33,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-52.2,GB663,-7.85,>2,,,,,
1069,1070.0,SAGE 4 24JUL16 12:05,2016-07-24,12:05,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-60.9,GB663,-8.66,>2,,,,,
1070,1071.0,1 SAGE 26AUG16 12:00 STEM,2016-08-26,12:00,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-61.2,GB663,-8.88,>2,,,,,
1071,1072.0,4 SAGE 26AUG16 12:05 STEM,2016-08-26,12:05,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-64.4,GB663,-9.36,>2,,,,,
1072,1073.0,5 SAGE 26AUG16 12:10 STEM,2016-08-26,12:10,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-61.6,GB663,-8.79,>2,,,,,
1073,1074.0,166 SAGE 26AUG16 12:10 STEM,2016-08-26,12:10,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-59.2,GB663,-8.17,>2,,,,,
1074,1075.0,167 SAGE 26AUG16 11:35 STEM,2016-08-26,11:35,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-61.7,GB663,-8.37,>2,,,,,
1075,1076.0,168 SAGE 26AUG16 11:40 STEM,2016-08-26,11:40,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-62.7,GB663,-9.02,>2,,,,,
1076,1077.0,SAGE 1 0740 17SEP16 STEM,2016-09-17,7:40,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-60.3,GB663,-8.51,>2,,,,,
1077,1078.0,SAGE 3 0747 17SEP16 STEM,2016-09-17,7:47,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-62.6,GB663,-8.78,>2,,,,,
1078,1079.0,SAGE 4 0744 17SEP16 STEM,2016-09-17,7:44,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-60.6,GB663,-8.34,>2,,,,,
1079,1080.0,SAGE 5 0749 17SEP16 STEM,2016-09-17,7:49,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-61.2,GB663,-9.42,>2,,,,,
1081,1082.0,SAGE166 0756 17SEP16,2016-09-17,7:56,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-56.3,GB663,-7.6,>2,,,,,
1082,1083.0,SAGE167 0800 17SEP16 STEM,2016-09-17,8:00,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-62.3,GB663,-8.92,>2,,,,,
1083,1084.0,SAGE 168 0803 17SEP16 STEM,2016-09-17,8:03,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,HAHM,,,,,HD488,-62.6,GB663,-9.03,>2,,,,,
1088,1089.0,Sagehorn Well 500 SI 9/17/16 7:22,2016-09-17,7:22,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,HD491,-45.5,GB666,-7.31,,,,,,
1089,1090.0,Sagehorn Well 501 SI 9/17/16 7:41,2016-09-17,7:41,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,HD491,-51.5,GB666,-7.89,,,,,,
1090,1091.0,Sagehorn Well 502 SI 9/17/16 7:51,2016-09-17,7:51,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,HD491,-43.7,GB666,-7.03,,,,,,
1092,1093.0,Sagehorn Well 506 SI 9/17/16 8:34,2016-09-17,8:34,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,HD491,-42.2,GB666,-6.81,,,,,,
1093,1094.0,Sagehorn Well 507 SI 9/17/16 8:50,2016-09-17,8:50,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,HD491,-44.1,GB666,-7.14,,,,,,
1130,1131.0,Dry SI 10/20/16 18:56,2016-10-20,18:56,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,HD491,-32.3,GB666,-5.5,,,,,,
1131,1132.0,Well 500 SI 10/31/16 14:55 SC,2016-10-31,14:55,Sagehorn,W500,Water,Well water,,,,,,,,,,,SC,,,,,HD491,-34.9,GB666,-5.8,,,,,,
1132,1133.0,Well 501 SI 10/31/16 14:26 SC,2016-10-31,14:26,Sagehorn,W501,Water,Well water,,,,,,,,,,,SC,,,,,HD491,-46.2,GB666,-7.56,,,,,,
1133,1134.0,Well 502 SI 10/31/16 15:26 SC,2016-10-31,15:26,Sagehorn,W502,Water,Well water,,,,,,,,,,,SC,,,,,HD491,-37.8,GB666,-6.34,,,,,,
1135,1136.0,Well 506 SI 10/31/16 16:34 SC,2016-10-31,16:34,Sagehorn,W506,Water,Well water,,,,,,,,,,,SC,,,,,HD491,-34.7,GB666,-6.05,,,,,,
1136,1137.0,Well 507 SI 10/31/16 17:05 SC,2016-10-31,17:05,Sagehorn,W507,Water,Well water,,,,,,,,,,,SC,,,,,HD491,-43.0,GB666,-7.22,,,,,,
1137,1138.0,M181,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Soil,,,,,,0.07,7,,0.3745068367,HAHM,,,,,HD491,-42.2,GB666,-6.43,,saturated,,,0.2725,0.0469
1138,1139.0,M182,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Soil,,,,,,0.18,18,,0.3100685737,HAHM,,,,,HD491,-44.1,GB666,-6.87,,saturated,,,0.2367,0.0542
1139,1140.0,M183,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Soil,,,,,,0.27,27,,0.23836379,HAHM,,,,,HD491,-43.6,GB666,-6.63,,saturated,,,0.1925,0.0563
1140,1141.0,M184,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Soil,,,,,,0.4,40,,0.2154837843,HAHM,,,,,HD491,-45.8,GB666,-7.4,,saturated,,,0.1773,0.0397
1141,1142.0,M185,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Saprolite,,,,,,0.61,61,,0.2044839234,HAHM,,,,,HD491,-37.5,GB666,-5.67,,saturated,,,0.1698,0.1325
1142,1143.0,M187,2016-11-01,9:30,Sagehorn,"2 m W of MS-4. completely saturated, standing but not flowing water on surface",Soil or rock,Drilled material,Saprolite,,,,,,0.87,87,,0.1783888595,HAHM,,,,,HD491,-50.3,GB666,-7.74,,saturated,,,0.1514,0.0801
1143,1144.0,M188,2016-11-01,10:25,Sagehorn,"1 m E of MN-1. squishy ground,",Soil or rock,Drilled material,Soil,,,,,,0.08,8,,0.4172332166,HAHM,,,,,HD491,-50.2,GB666,-8.75,,saturated,,,0.2944,0.0681
1144,1145.0,M189,2016-11-01,10:25,Sagehorn,"1 m E of MN-1. squishy ground,",Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.3299534067,HAHM,,,,,HD491,-45.5,GB666,-7.07,,saturated,,,0.2481,0.0721
1147,1148.0,M194,2016-11-01,10:25,Sagehorn,"1 m E of MN-1. squishy ground,",Soil or rock,Drilled material,Saprolite,,,,,,0.43,43,,0.2931363956,HAHM,,,,,HD491,-42.6,GB666,-6.55,,saturated,,,0.2267,0.0792
1149,1150.0,SAGE 1 01NOV16 12:12,2016-11-01,12:12,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,0.03,,,,,HAHM,,,,,HD491,-49.2,GB666,-7.07,0.03,,,,,
1150,1151.0,SAGE 4 01NOV16 12:16,2016-11-01,12:16,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,0.03,,,,,HAHM,,,,,HD491,-46.7,GB666,-6.73,0.03,,,,,
1151,1152.0,SAGE 5 01NOV16 12:20,2016-11-01,12:20,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,0.03,,,,,HAHM,,,,,HD491,-47.6,GB666,-6.71,0.12,,,,,
1152,1153.0,SAGE 166 01NOV16 11:52,2016-11-01,11:52,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,0.12,,,,,HAHM,,,,,HD491,-48.1,GB666,-7.01,0.12,,,,,
1153,1154.0,SAGE 167 01NOV16 11:55,2016-11-01,11:55,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,0.12,,,,,HAHM,,,,,HD491,-47.1,GB666,-7.11,0.12,,,,,
1154,1155.0,SAGE 168 01NOV16 11:58,2016-11-01,11:58,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,0.12,,,,,HAHM,,,,,HD491,-49.6,GB666,-7.79,0.12,,,,,
1155,1156.0,Well 508 SI 10/31/16 16:52,2016-10-31,16:52,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,HD493,-39.3,GB668,-6.59,,,,,,
1156,1157.0,Dry SI 10/31/16 18:20 0.57m,2016-10-31,18:20,Sagehorn,Dry Creek,Water,Stream water,,,,,,,0.57,57,,,,,,,,HD493,-38.5,GB668,-6.38,,,,,,
1158,1159.0,Dry 31 Oct 2016 12:35 0.55m,2016-10-31,12:35,Sagehorn,Dry Creek,Water,Stream water,,,,,,,0.55,55,,,,,,,,HD493,-37.9,GB668,-6.46,,,,,,
1160,1161.0,"Well MS-4 11/1/16 09:59 SC, JH",2016-11-01,9:59,Sagehorn,MS4,Water,Well water,,,,,,,,,,,"SC, WJH",,,,,HD493,-35.7,GB668,-6.04,,,,,,
1163,1164.0,Well MS-4 SI 10/31/16 17:40 SC,2016-10-31,17:40,Sagehorn,MS4,Water,Well water,,,,,,,,,,,SC,,,,,HD493,-34.5,GB668,-5.71,,,,,,
1164,1165.0,Well MN-1 10/31/16 17:58 SC,2016-10-31,17:58,Sagehorn,MN1,Water,Well water,,,,,,,,,,,SC,,,,,HD493,-35.0,GB668,-5.88,,,,,,
1165,1166.0,Well MN-1 11/1/16 11:38 SC,2016-11-01,11:38,Sagehorn,MN1,Water,Well water,,,,,,,,,,,SC,,,,,HD493,-35.5,GB668,-6.04,,,,,,
1166,1167.0,Dry SI 11/1/16 13:04 0.57m,2016-11-01,13:04,Sagehorn,Dry Creek,Water,Stream water,,,,,,,0.57,57,,,,,,,,HD493,-38.2,GB668,-5.56,,,,,,
1167,1168.0,Dry SI 11/1/16 08:16 0.61m,2016-11-01,8:16,Sagehorn,Dry Creek,Water,Stream water,,,,,,,0.61,61,,,,,,,,HD493,-39.0,GB668,-6.66,,,,,,
1194,1195.0,"MN-1 SI 11/18/16 14:00 ON, BP, KR",2016-11-18,14:00,Sagehorn,MN1,Water,Well water,,,,,,,,,,,"ON, BP, KR",,,,,HD493,-34.8,GB668,-6.02,,,,,,
1195,1196.0,"MS4 SI 11/18/16 13:39 ON, BP, KR",2016-11-18,13:39,Sagehorn,MS4,Water,Well water,,,,,,,,,,,"ON, BP, KR",,,,,HD493,-32.7,GB668,-5.57,,,,,,
1196,1197.0,"Well 502 SI 18 Nov 2016 11:42 BP, ON, KR, SC",2016-11-18,11:42,Sagehorn,W502,Water,Well water,,,,,,,,,,,"ON, BP, KR",,,,,HD493,-39.8,GB668,-6.8,,,,,,
